기준_월,기준_일,행정동_명,시군구_코드,행정동_코드,서비스인구,주거인구,직장인구,방문인구,총 인구
11,1,내외동,48250,4825054000,84351,65139.37173,8711.388321,10500.23995,84351
11,2,내외동,48250,4825054000,83400,64404.96974,8613.173358,10381.8569,83400
11,3,내외동,48250,4825054000,85108,65723.95881,8789.567844,10594.47335,85108
11,4,내외동,48250,4825054000,84865,65536.30404,8764.471907,10564.22405,84865
11,5,내외동,48250,4825054000,86509,66805.86963,8934.256763,10768.8736,86509
11,6,내외동,48250,4825054000,85102,65719.32536,8788.948191,10593.72645,85102
11,7,내외동,48250,4825054000,84575,65312.35391,8734.522024,10528.12407,84575
11,8,내외동,48250,4825054000,85337,65900.80219,8813.217924,10622.97988,85337
11,9,내외동,48250,4825054000,85125,65737.08692,8791.323527,10596.58955,85125
11,10,내외동,48250,4825054000,85364,65921.65272,8816.006362,10626.34092,85364
11,11,내외동,48250,4825054000,85162,65765.65987,8795.144719,10601.19541,85162
11,12,내외동,48250,4825054000,85904,66338.66332,8871.77511,10693.56157,85904
11,13,내외동,48250,4825054000,84668,65384.1724,8744.126642,10539.70096,84668
11,14,내외동,48250,4825054000,84285,65088.40377,8704.57214,10492.02409,84285
11,15,내외동,48250,4825054000,85133,65743.26486,8792.14973,10597.58541,85133
11,16,내외동,48250,4825054000,85188,65785.73816,8797.829881,10604.43196,85188
11,17,내외동,48250,4825054000,85493,66021.27192,8829.328896,10642.39918,85493
11,18,내외동,48250,4825054000,84981,65625.8841,8776.451861,10578.66404,84981
11,19,내외동,48250,4825054000,85715,66192.70961,8852.256048,10670.03434,85715
11,20,내외동,48250,4825054000,85685,66169.54235,8849.157784,10666.29986,85685
11,21,내외동,48250,4825054000,85137,65746.35382,8792.562832,10598.08334,85137
11,22,내외동,48250,4825054000,85153,65758.70969,8794.21524,10600.07507,85153
11,23,내외동,48250,4825054000,84721,65425.10122,8749.600241,10546.29854,84721
11,24,내외동,48250,4825054000,85109,65724.73105,8789.671119,10594.59783,85109
11,25,내외동,48250,4825054000,85091,65710.8307,8787.812161,10592.35714,85091
11,26,내외동,48250,4825054000,85553,66067.60643,8835.525424,10649.86815,85553
11,27,내외동,48250,4825054000,84606,65336.2934,8737.723563,10531.98303,84606
11,28,내외동,48250,4825054000,83869,64767.15117,8661.609549,10440.23929,83869
11,29,내외동,48250,4825054000,84591,65324.70978,8736.174431,10530.11579,84591
11,30,내외동,48250,4825054000,84272,65078.36463,8703.229559,10490.40581,84272
11,1,대동면,48250,4825037000,11539,5167.335072,1641.711189,4729.953739,11539
11,2,대동면,48250,4825037000,11914,5335.265625,1695.064313,4883.670062,11914
11,3,대동면,48250,4825037000,11677,5229.133516,1661.345138,4786.521346,11677
11,4,대동면,48250,4825037000,11620,5203.608071,1653.235464,4763.156465,11620
11,5,대동면,48250,4825037000,14028,6281.94613,1995.833656,5750.220214,14028
11,6,대동면,48250,4825037000,14143,6333.444833,2012.195281,5797.359887,14143
11,7,대동면,48250,4825037000,14348,6425.246868,2041.361655,5881.391477,14348
11,8,대동면,48250,4825037000,10846,4856.99941,1543.114616,4445.885974,10846
11,9,대동면,48250,4825037000,11665,5223.759738,1659.637838,4781.602424,11665
11,10,대동면,48250,4825037000,11706,5242.120145,1665.471113,4798.408742,11706
11,11,대동면,48250,4825037000,11759,5265.85433,1673.011688,4820.133982,11759
11,12,대동면,48250,4825037000,13072,5853.835173,1859.818759,5358.346068,13072
11,13,대동면,48250,4825037000,13864,6208.504501,1972.500557,5682.994942,13864
11,14,대동면,48250,4825037000,14225,6370.165647,2023.86183,5830.972523,14225
11,15,대동면,48250,4825037000,11311,5065.233296,1609.27249,4636.494215,11311
11,16,대동면,48250,4825037000,10987,4920.141298,1563.175391,4503.683312,10987
11,17,대동면,48250,4825037000,11424,5115.836369,1625.349564,4682.814067,11424
11,18,대동면,48250,4825037000,11782,5276.15407,1676.284013,4829.561916,11782
11,19,대동면,48250,4825037000,12968,5807.262433,1845.022159,5315.715408,12968
11,20,대동면,48250,4825037000,13335,5971.610468,1897.237083,5466.152449,13335
11,21,대동면,48250,4825037000,13678,6125.210947,1946.037407,5606.751646,13678
11,22,대동면,48250,4825037000,11173,5003.434852,1589.63854,4579.926608,11173
11,23,대동면,48250,4825037000,11089,4965.818408,1577.68744,4545.494151,11089
11,24,대동면,48250,4825037000,11548,5171.365405,1642.991664,4733.642931,11548
11,25,대동면,48250,4825037000,11065,4955.070853,1574.27284,4535.656307,11065
11,26,대동면,48250,4825037000,11892,5325.413699,1691.934263,4874.652038,11892
11,27,대동면,48250,4825037000,13736,6151.184206,1954.289357,5630.526437,13736
11,28,대동면,48250,4825037000,14675,6571.682311,2087.885579,6015.43211,14675
