기준_월,기준_일,행정동_명,시군구_코드,행정동_코드,서비스인구,주거인구,직장인구,방문인구,총 인구
10,1,내외동,48250,4825054000,83037,64124.64595,8575.684366,10336.66968,83037
10,2,내외동,48250,4825054000,82290,63547.78129,8498.537598,10243.68111,82290
10,3,내외동,48250,4825054000,80438,62117.5894,8307.271446,10013.13915,80438
10,4,내외동,48250,4825054000,81906,63251.24043,8458.879821,10195.87975,81906
10,5,내외동,48250,4825054000,82354,63597.20477,8505.147227,10251.648,82354
10,6,내외동,48250,4825054000,82310,63563.22613,8500.603107,10246.17076,82310
10,7,내외동,48250,4825054000,82254,63519.98059,8494.819681,10239.19973,82254
10,8,내외동,48250,4825054000,82647,63823.47163,8535.406937,10288.12143,82647
10,9,내외동,48250,4825054000,81999,63323.05892,8468.484439,10207.45664,81999
10,10,내외동,48250,4825054000,79546,61428.74968,8215.149736,9902.100588,79546
10,11,내외동,48250,4825054000,82345,63590.2546,8504.217748,10250.52766,82345
10,12,내외동,48250,4825054000,82897,64016.53209,8561.225802,10319.2421,82897
10,13,내외동,48250,4825054000,82211,63486.77419,8490.378837,10233.84697,82211
10,14,내외동,48250,4825054000,79700,61547.67492,8231.054157,9921.270923,79700
10,15,내외동,48250,4825054000,80219,61948.46844,8284.65412,9985.877443,80219
10,16,내외동,48250,4825054000,80737,62348.48971,8338.150809,10050.35948,80737
10,17,내외동,48250,4825054000,81416,62872.84192,8408.274846,10134.88323,81416
10,18,내외동,48250,4825054000,82057,63367.84895,8474.474416,10214.67664,82057
10,19,내외동,48250,4825054000,82317,63568.63182,8501.326035,10247.04214,82317
10,20,내외동,48250,4825054000,82167,63452.79555,8485.834716,10228.36974,82167
10,21,내외동,48250,4825054000,82656,63830.42181,8536.336416,10289.24177,82656
10,22,내외동,48250,4825054000,85187,65784.96592,8797.726605,10604.30748,85187
10,23,내외동,48250,4825054000,84730,65432.05139,8750.52972,10547.41889,84730
10,24,내외동,48250,4825054000,83113,64183.33633,8583.533301,10346.13037,83113
10,25,내외동,48250,4825054000,84842,65518.54248,8762.096572,10561.36095,84842
10,26,내외동,48250,4825054000,84893,65557.92681,8767.36362,10567.70957,84893
10,27,내외동,48250,4825054000,84335,65127.01586,8709.735913,10498.24822,84335
10,28,내외동,48250,4825054000,84924,65581.86631,8770.565159,10571.56853,84924
10,29,내외동,48250,4825054000,86404,66724.78424,8923.41284,10755.80292,86404
10,30,내외동,48250,4825054000,85099,65717.00863,8788.638365,10593.353,85099
10,31,내외동,48250,4825054000,84843,65519.31472,8762.199847,10561.48543,84843
10,1,대동면,48250,4825037000,12350,5530.512881,1757.096211,5062.390907,12350
10,2,대동면,48250,4825037000,14086,6307.919389,2004.085606,5773.995006,14086
10,3,대동면,48250,4825037000,15164,6790.663752,2157.458053,6215.878196,15164
10,4,대동면,48250,4825037000,13205,5913.394542,1878.741334,5412.864124,13205
10,5,대동면,48250,4825037000,11110,4975.222519,1580.675215,4554.102265,11110
10,6,대동면,48250,4825037000,11304,5062.098592,1608.276565,4633.624843,11304
10,7,대동면,48250,4825037000,11774,5272.571552,1675.145813,4826.282635,11774
10,8,대동면,48250,4825037000,13384,5993.553393,1904.208558,5486.238049,13384
10,9,대동면,48250,4825037000,16470,7375.509891,2343.269198,6751.22091,16470
10,10,대동면,48250,4825037000,15518,6949.190194,2207.823401,6360.986405,15518
10,11,대동면,48250,4825037000,12790,5727.551397,1819.69721,5242.751393,12790
10,12,대동면,48250,4825037000,11019,4934.471372,1567.728191,4516.800438,11019
10,13,대동면,48250,4825037000,12366,5537.677918,1759.372611,5068.94947,12366
10,14,대동면,48250,4825037000,11617,5202.264627,1652.808639,4761.926734,11617
10,15,대동면,48250,4825037000,13952,6247.912204,1985.020756,5719.067039,13952
10,16,대동면,48250,4825037000,12366,5537.677918,1759.372611,5068.94947,12366
10,17,대동면,48250,4825037000,14896,6670.649383,2119.328353,6106.022263,14896
10,18,대동면,48250,4825037000,11485,5143.153072,1634.028339,4707.818589,11485
10,19,대동면,48250,4825037000,11253,5039.260037,1601.02054,4612.719423,11253
10,20,대동면,48250,4825037000,12015,5380.494921,1709.434087,4925.070992,12015
